"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","cluster (1, 2, 3, 4):ch1","tissue:ch1"
"GSM4046067","3BMB_11","GSM4046067","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046067/suppl/GSM4046067_3BMB_11.CEL.gz","49495","1","lung"
"GSM4046068","3BMB_131","GSM4046068","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046068/suppl/GSM4046068_3BMB_131.CEL.gz","49495","1","lung"
"GSM4046069","3BMB_156","GSM4046069","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046069/suppl/GSM4046069_3BMB_156.CEL.gz","49495","3","lung"
"GSM4046070","3BMB_30","GSM4046070","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046070/suppl/GSM4046070_3BMB_30.CEL.gz","49495","1","lung"
"GSM4046071","3BMB_27","GSM4046071","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046071/suppl/GSM4046071_3BMB_27.CEL.gz","49495","3","lung"
"GSM4046072","3BMB_180","GSM4046072","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046072/suppl/GSM4046072_3BMB_180.CEL.gz","49495","1","lung"
"GSM4046073","3BMB_53","GSM4046073","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046073/suppl/GSM4046073_3BMB_53.CEL.gz","49495","3","lung"
"GSM4046074","3BMB_132","GSM4046074","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046074/suppl/GSM4046074_3BMB_132.CEL.gz","49495","1","lung"
"GSM4046075","3BMB_189","GSM4046075","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046075/suppl/GSM4046075_3BMB_189.CEL.gz","49495","1","lung"
"GSM4046076","3BMB_16","GSM4046076","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046076/suppl/GSM4046076_3BMB_16.CEL.gz","49495","2","lung"
"GSM4046077","3BMB_77","GSM4046077","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046077/suppl/GSM4046077_3BMB_77.CEL.gz","49495","1","lung"
"GSM4046078","3BMB_50","GSM4046078","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046078/suppl/GSM4046078_3BMB_50.CEL.gz","49495","1","lung"
"GSM4046079","3BMB_45","GSM4046079","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046079/suppl/GSM4046079_3BMB_45.CEL.gz","49495","1","lung"
"GSM4046080","3BMB_144","GSM4046080","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046080/suppl/GSM4046080_3BMB_144.CEL.gz","49495","2","lung"
"GSM4046081","3BMB_67","GSM4046081","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046081/suppl/GSM4046081_3BMB_67.CEL.gz","49495","1","lung"
"GSM4046082","3BMB_18","GSM4046082","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046082/suppl/GSM4046082_3BMB_18.CEL.gz","49495","3","lung"
